length,diameter,height,whole-weight,shucked-weight,viscera-weight,shell-weight,sex_F,sex_I,sex_M,rings
75,56,16,46.9,22.5,9.1,13.4,0,1,0,6
77,53,16,50.2,24.8,7.4,14.0,0,1,0,6
129,100,38,245.8,104.8,55.6,79.0,0,0,1,17
93,76,26,90.8,37.9,16.0,31.0,0,1,0,11
40,31,8,8.7,3.1,1.8,1.4,0,1,0,4
125,97,33,245.1,101.5,59.2,72.0,1,0,0,10
144,119,45,393.8,160.9,84.6,132.0,1,0,0,16
140,105,38,329.3,170.9,61.4,79.9,1,0,0,9
142,108,33,391.8,153.3,52.2,156.0,0,0,1,18
77,61,25,62.8,29.2,11.1,16.0,1,0,0,10
95,73,24,103.7,53.6,21.9,27.3,0,1,0,8
79,60,18,57.1,27.7,12.5,15.4,0,1,0,5
149,114,43,450.0,231.3,89.2,111.6,1,0,0,9
130,100,37,288.3,148.2,59.1,68.2,1,0,0,9
118,100,30,228.4,97.0,53.0,69.0,0,0,1,9
107,80,30,244.8,123.6,55.0,57.5,1,0,0,10
100,82,28,132.3,51.7,32.5,39.2,0,1,0,9
118,95,29,210.6,88.3,52.4,65.0,0,0,1,15
137,107,35,316.9,143.5,75.5,84.3,1,0,0,9
116,88,25,157.1,72.6,39.1,39.0,1,0,0,11
89,67,20,97.9,54.9,17.2,22.1,0,1,0,7
97,74,23,127.4,76.0,26.7,25.6,0,1,0,7
107,84,33,183.9,67.1,39.7,52.0,0,0,1,16
125,100,34,219.7,92.9,44.0,70.8,0,0,1,9
82,62,25,71.9,28.3,17.7,23.0,0,0,1,11
96,81,26,127.5,55.4,28.9,42.0,1,0,0,10
123,99,31,216.1,104.0,38.0,64.0,1,0,0,9
70,50,20,80.3,34.5,12.6,25.1,0,1,0,7
112,90,29,178.8,77.7,41.9,52.8,0,0,1,9
124,100,35,229.2,95.4,46.0,78.0,1,0,0,13
89,71,19,72.3,28.3,15.7,24.0,0,1,0,8
124,97,33,233.2,96.6,47.6,71.0,1,0,0,13
116,89,27,190.0,96.8,36.4,46.5,1,0,0,8
120,95,30,198.0,77.2,43.9,62.1,0,0,1,10
106,81,26,127.1,52.7,31.3,37.0,1,0,0,9
130,105,38,277.0,177.5,61.9,81.0,1,0,0,11
115,85,30,175.3,91.0,36.0,45.6,1,0,0,8
114,89,28,212.7,105.3,43.9,48.0,0,0,1,8
126,95,30,234.4,107.2,50.8,63.2,1,0,0,11
128,95,38,230.2,87.3,56.2,76.1,1,0,0,13
136,104,39,290.7,118.4,78.2,82.5,0,0,1,10
76,58,17,45.7,17.6,9.3,15.0,0,1,0,7
121,93,33,211.2,84.3,49.5,68.0,0,0,1,13
51,39,13,16.0,6.3,3.6,5.4,0,0,1,8
85,63,25,70.5,22.7,11.3,26.0,0,0,1,18
105,83,24,119.2,56.1,24.0,33.9,0,1,0,9
121,94,33,235.5,122.2,45.5,58.4,1,0,0,9
120,95,38,217.5,80.6,53.1,65.0,0,0,1,14
75,58,19,42.6,19.2,8.2,12.2,0,1,0,5
122,96,30,229.9,112.8,54.8,52.8,0,0,1,8
116,90,30,184.0,78.6,42.4,57.9,1,0,0,9
95,72,22,98.4,42.2,22.0,30.0,0,1,0,8
15,11,2,0.4,0.2,0.1,0.3,0,1,0,1
82,63,22,64.2,25.1,13.1,19.0,1,0,0,10
122,95,31,233.6,110.8,47.8,65.9,0,0,1,10
86,65,23,77.3,29.5,21.3,22.0,1,0,0,11
98,79,27,110.9,42.6,18.5,43.0,0,0,1,14
104,81,23,155.2,64.0,36.9,44.0,1,0,0,8
45,34,14,11.3,4.8,2.6,3.2,0,1,0,4
129,103,30,242.4,103.0,41.1,77.0,1,0,0,10
94,74,27,109.4,44.4,26.5,34.0,0,0,1,12
122,92,34,255.6,82.0,51.4,74.0,0,1,0,17
101,75,36,113.6,46.5,29.9,34.0,1,0,0,12
136,104,35,308.6,150.5,70.2,74.8,0,0,1,11
129,102,38,297.3,128.9,59.2,85.0,0,0,1,12
119,95,28,188.8,72.5,37.8,63.0,0,0,1,9
130,99,32,241.5,110.0,53.9,64.0,0,0,1,10
83,63,18,72.5,35.0,16.7,18.6,0,1,0,6
31,21,10,3.5,1.0,0.7,1.0,0,1,0,4
81,62,13,64.1,31.5,13.2,17.6,0,1,0,6
130,105,38,299.9,125.3,80.1,79.0,0,0,1,14
109,83,28,164.0,92.3,25.4,43.6,0,0,1,9
69,51,18,40.1,18.8,5.9,12.6,0,0,1,9
56,40,16,18.3,6.6,4.3,6.0,0,0,1,5
127,100,33,297.8,143.0,68.9,72.3,0,1,0,13
92,75,27,98.7,37.2,16.9,34.0,0,0,1,12
130,104,30,247.6,109.9,59.2,66.1,0,1,0,10
122,93,30,192.1,89.9,34.5,57.2,0,1,0,9
85,69,25,85.0,32.0,15.9,30.8,0,1,0,13
91,75,25,91.6,39.7,22.2,24.0,1,0,0,10
128,98,31,225.7,95.4,53.8,68.0,0,0,1,9
103,80,27,139.3,64.0,25.1,35.0,0,1,0,9
121,97,32,211.3,74.0,47.1,71.0,1,0,0,10
112,90,32,204.7,85.8,53.6,60.0,1,0,0,10
134,102,40,318.9,134.1,76.9,90.1,0,0,1,10
120,94,35,221.0,97.3,49.4,63.0,0,0,1,15
150,113,43,387.6,154.7,96.5,115.0,1,0,0,11
56,24,15,23.4,9.1,5.8,6.9,0,1,0,4
117,92,34,186.5,73.0,54.2,58.0,1,0,0,9
134,104,35,295.1,125.5,75.8,74.8,0,0,1,10
86,65,24,89.0,33.0,19.9,31.0,1,0,0,8
55,40,13,18.4,7.7,4.7,5.4,0,1,0,5
58,42,15,55.0,22.6,13.5,7.0,1,0,0,6
57,41,14,21.2,7.8,5.7,6.8,0,1,0,5
119,96,33,252.4,96.7,56.6,82.0,0,0,1,17
115,90,32,195.5,62.7,46.2,66.0,1,0,0,12
108,81,25,178.2,96.3,38.3,40.4,0,0,1,9
40,29,10,7.2,2.5,1.6,2.2,0,1,0,4
127,102,31,197.2,81.0,45.1,62.0,0,0,1,10
104,85,29,140.0,41.4,38.1,48.0,1,0,0,13
77,62,20,56.9,21.3,15.0,20.0,0,0,1,11
123,95,38,286.7,146.3,61.0,65.7,0,0,1,9
105,85,25,162.4,80.7,34.1,39.0,0,0,1,8
110,83,30,158.3,70.7,35.2,47.2,0,1,0,10
63,42,12,25.0,12.0,7.5,7.0,0,1,0,5
117,96,37,208.0,86.8,53.0,57.0,0,0,1,10
94,75,26,104.6,42.8,26.4,29.0,0,0,1,8
129,100,36,292.2,119.7,48.5,87.8,0,0,1,11
85,68,20,74.2,30.0,17.3,23.0,0,1,0,8
99,74,24,118.8,56.0,22.0,27.5,1,0,0,7
110,86,36,165.3,88.1,31.8,45.0,0,0,1,10
94,72,24,95.5,42.1,21.1,30.0,1,0,0,10
94,72,21,108.8,54.0,27.9,25.8,0,0,1,7
93,71,22,94.8,46.0,20.1,24.0,0,1,0,7
97,76,28,134.6,43.5,26.0,39.0,0,1,0,18
55,41,14,21.1,99.0,3.8,6.3,0,1,0,5
72,59,20,42.1,13.2,10.5,15.0,0,0,1,9
143,105,40,378.0,190.0,87.2,86.1,0,0,1,10
67,50,15,37.2,18.9,7.6,8.9,0,1,0,7
34,26,19,6.0,2.6,1.6,2.0,0,1,0,4
114,84,32,177.5,86.3,38.3,44.6,1,0,0,8
101,79,21,110.2,49.6,20.6,34.2,0,1,0,8
137,107,31,276.9,132.3,42.9,81.5,0,0,1,10
90,66,23,73.0,28.0,16.5,24.9,0,1,0,8
119,94,33,221.6,98.3,46.5,66.9,0,0,1,9
141,113,103,442.0,221.5,97.3,102.4,0,0,1,10
80,60,18,56.3,23.7,12.2,16.0,0,1,0,7
88,66,22,76.0,39.4,15.8,18.0,0,1,0,7
93,72,24,95.3,38.4,22.5,32.0,1,0,0,10
60,44,16,25.1,11.0,5.3,7.8,0,1,0,6
112,89,31,174.7,60.1,41.8,55.0,0,1,0,16
53,42,12,19.3,8.5,4.4,6.0,0,1,0,5
100,77,23,135.7,58.9,27.6,39.0,1,0,0,12
100,80,25,133.5,52.2,26.3,44.0,1,0,0,10
120,96,30,205.8,81.7,54.1,59.0,1,0,0,16
116,92,33,245.5,94.6,39.3,87.0,0,0,1,16
109,90,30,156.1,75.9,32.5,43.2,0,0,1,8
141,107,44,373.2,185.8,76.7,87.9,1,0,0,10
102,75,20,115.7,47.6,24.5,35.0,0,1,0,7
88,73,22,89.3,42.6,17.8,22.7,0,1,0,9
95,70,25,84.5,38.1,15.8,27.1,0,1,0,9
99,77,25,117.0,55.1,24.7,33.0,0,1,0,8
91,70,24,96.7,36.3,28.8,32.0,0,0,1,11
131,118,40,309.1,130.8,75.3,83.0,0,0,1,11
75,57,18,47.4,21.2,7.9,16.0,0,1,0,8
54,39,16,20.0,7.7,3.9,6.0,0,0,1,6
98,76,29,134.5,49.8,36.2,42.0,1,0,0,10
108,81,30,151.7,61.4,41.5,38.0,0,1,0,10
111,86,28,153.3,68.2,33.0,46.0,0,1,0,9
101,78,32,128.8,49.5,40.5,32.7,1,0,0,9
88,64,19,65.5,29.9,11.8,20.0,0,1,0,8
102,80,26,128.7,54.0,33.3,41.0,0,0,1,12
132,101,33,274.8,117.8,70.2,69.0,0,0,1,10
51,39,11,14.5,5.7,3.4,4.2,0,1,0,4
120,96,31,202.8,90.2,37.7,65.0,0,0,1,11
57,44,13,19.2,8.1,4.1,6.0,0,1,0,5
116,95,27,185.0,78.2,33.0,55.0,1,0,0,14
113,90,27,197.7,77.4,29.9,62.0,1,0,0,12
115,94,33,170.6,58.4,35.8,70.0,0,0,1,16
100,77,31,152.4,75.9,32.2,38.0,0,1,0,14
107,84,26,161.1,60.2,36.2,56.0,0,0,1,14
146,117,45,446.1,247.9,84.4,112.6,0,0,1,14
130,109,46,350.4,112.1,57.9,163.0,1,0,0,16
117,90,32,215.4,99.9,57.5,50.0,1,0,0,10
83,65,20,62.6,27.8,12.5,19.3,0,1,0,7
112,88,26,144.7,69.8,29.8,40.0,0,1,0,8
111,85,28,157.6,56.4,31.9,57.0,1,0,0,11
145,101,37,395.6,205.2,85.1,90.1,0,0,1,12
121,95,28,223.5,111.0,51.4,54.8,0,0,1,9
118,98,27,201.6,84.4,44.9,57.0,0,0,1,11
26,19,7,2.1,1.0,1.3,0.7,0,1,0,4
102,81,24,122.0,45.8,26.2,47.0,0,1,0,11
103,87,34,126.2,55.3,22.2,43.2,1,0,0,12
52,40,13,19.2,8.8,5.4,6.0,0,0,1,6
116,92,31,287.9,134.3,54.6,59.1,0,0,1,10
120,89,27,184.1,89.0,40.7,50.6,0,1,0,9
127,100,36,258.3,118.8,53.9,74.0,0,0,1,9
75,53,19,39.2,17.0,8.4,11.7,0,1,0,5
113,90,28,201.1,75.7,48.8,53.0,0,0,1,12
39,29,10,6.4,2.0,1.6,2.4,0,0,1,4
117,91,26,175.1,82.2,41.3,45.0,1,0,0,8
134,108,39,323.8,148.0,66.1,93.0,1,0,0,11
118,91,35,193.2,78.2,49.1,62.0,1,0,0,10
104,82,29,129.2,59.3,31.9,33.0,0,1,0,9
86,69,23,60.9,18.5,11.0,24.0,0,0,1,11
101,78,24,130.6,66.3,27.7,33.4,0,0,1,9
111,88,28,174.1,81.4,31.2,51.0,0,0,1,9
114,96,36,187.9,79.8,40.0,59.0,0,0,1,14
111,79,26,111.7,44.4,24.9,34.0,0,1,0,9
60,46,17,23.4,10.0,3.5,8.3,0,1,0,6
103,72,25,94.5,36.3,25.0,27.6,0,1,0,9
80,65,24,63.7,26.8,11.3,19.0,1,0,0,8
102,81,26,143.5,74.5,31.6,34.0,0,0,1,9
90,72,32,113.4,34.8,24.9,45.0,0,0,1,12
108,83,22,123.8,55.1,30.0,35.3,0,1,0,10
134,103,34,285.3,132.1,67.9,74.0,1,0,0,11
116,91,30,202.4,99.7,42.3,56.7,0,0,1,10
113,87,37,206.4,70.8,40.9,62.0,0,0,1,20
120,97,33,228.1,117.4,43.5,57.6,1,0,0,9
123,94,35,248.4,113.5,57.4,63.4,0,0,1,11
116,96,36,249.9,98.9,54.0,74.2,1,0,0,8
109,86,28,154.4,57.8,38.0,52.3,0,1,0,8
130,103,36,266.3,113.3,69.4,81.0,0,0,1,13
120,93,30,220.5,109.1,52.4,50.0,1,0,0,8
92,70,22,80.0,35.2,16.6,24.1,0,1,0,7
90,68,25,80.9,34.2,14.0,26.9,0,1,0,8
135,102,34,305.4,161.8,63.6,68.2,0,0,1,11
89,65,20,75.6,35.9,20.0,17.8,0,1,0,7
87,64,24,75.7,30.4,18.3,25.0,1,0,0,11
111,88,31,203.2,98.7,37.1,52.6,1,0,0,10
101,81,28,175.0,53.3,34.8,57.0,0,0,1,12
110,90,26,184.0,75.6,47.7,58.0,0,0,1,11
135,108,42,318.6,137.2,63.6,90.0,1,0,0,11
126,101,35,244.2,111.0,50.4,68.0,0,0,1,12
56,41,14,20.3,8.2,6.0,6.0,0,1,0,6
97,73,18,130.2,63.3,26.4,36.0,0,1,0,8
124,100,36,278.3,145.2,55.9,66.4,0,0,1,11
87,70,25,91.8,39.4,22.9,29.0,1,0,0,9
110,88,31,189.2,62.6,36.5,67.0,1,0,0,16
72,60,17,54.0,23.7,12.8,14.9,0,1,0,7
67,50,19,37.0,15.9,9.9,11.0,0,1,0,8
103,77,25,114.4,47.4,28.7,33.0,0,1,0,7
126,101,31,221.0,98.4,45.2,65.0,0,0,1,11
146,114,33,403.3,213.7,83.6,87.0,1,0,0,10
131,103,36,282.4,123.9,49.7,99.4,1,0,0,11
131,103,34,305.4,169.7,52.7,66.2,1,0,0,11
55,39,18,22.5,10.9,5.9,7.1,0,1,0,6
112,86,31,173.5,80.0,34.4,45.8,0,0,1,8
117,90,36,159.9,67.2,37.1,47.4,0,0,1,8
130,100,31,240.4,113.0,62.7,58.8,0,0,1,11
95,74,25,129.8,69.4,27.2,28.4,0,0,1,8
123,95,30,207.5,95.2,46.5,56.6,0,0,1,9
134,101,41,272.9,121.5,60.5,70.6,1,0,0,9
75,55,19,45.9,19.0,10.9,13.2,0,1,0,7
100,80,26,154.3,74.0,32.0,42.2,0,0,1,8
121,97,35,229.0,86.5,54.0,81.0,0,0,1,16
101,77,23,96.5,42.0,20.7,30.7,0,0,1,10
87,69,24,89.5,44.2,22.4,25.0,0,1,0,7
131,100,28,234.1,108.1,63.5,57.0,1,0,0,12
33,24,6,4.3,1.4,1.0,1.0,0,1,0,3
108,83,27,141.8,63.9,34.8,37.0,0,1,0,9
100,78,27,131.9,62.9,30.7,31.3,0,0,1,6
74,56,21,46.8,18.1,11.7,15.0,0,0,1,9
90,70,27,98.8,44.1,18.9,28.1,0,1,0,7
122,95,32,223.1,76.7,44.6,75.8,1,0,0,10
134,108,40,292.0,128.7,65.6,83.3,1,0,0,9
93,72,21,86.2,34.4,21.4,35.0,0,0,1,9
105,78,21,113.4,57.5,21.5,32.0,0,1,0,8
65,50,16,35.2,11.9,7.1,12.6,0,1,0,7
112,82,32,164.3,68.4,36.8,50.6,1,0,0,9
140,113,36,350.2,179.0,67.1,89.2,0,0,1,9
31,22,8,3.1,1.3,0.6,1.0,0,0,1,3
127,97,31,214.6,93.4,39.5,70.0,1,0,0,11
74,58,19,49.8,20.9,11.6,13.4,0,1,0,6
129,96,34,226.9,105.6,50.8,61.0,1,0,0,10
124,104,45,236.7,75.6,54.0,79.0,1,0,0,23
64,47,18,36.6,19.6,6.7,8.4,0,1,0,7
64,48,18,31.5,14.0,5.3,8.5,0,1,0,5
129,102,33,280.6,115.1,50.3,90.9,0,0,1,11
112,87,25,175.5,66.9,42.9,58.0,1,0,0,13
132,105,40,292.6,130.5,59.9,84.4,1,0,0,11
92,69,22,75.1,30.5,11.6,25.0,0,1,0,7
100,77,24,103.2,39.4,26.1,33.0,0,1,0,8
90,72,22,89.4,40.6,16.4,26.0,1,0,0,12
110,90,28,150.6,68.9,26.5,48.0,0,1,0,8
94,73,21,84.1,32.6,20.7,28.0,1,0,0,9
47,35,13,12.3,4.1,4.0,3.8,0,1,0,6
103,78,24,122.5,60.4,27.3,28.3,0,0,1,8
124,92,32,190.1,98.3,40.0,45.6,0,0,1,9
123,96,32,250.5,117.0,51.9,66.0,1,0,0,8
113,91,34,181.3,68.4,31.2,64.0,0,0,1,18
132,106,37,269.7,98.6,49.0,98.0,1,0,0,12
114,88,26,153.3,69.4,35.7,40.4,0,1,0,10
116,90,28,164.8,69.3,35.3,52.6,0,0,1,10
104,81,29,165.8,70.7,33.7,41.0,1,0,0,15
131,107,41,328.9,146.1,71.9,92.0,0,0,1,13
127,105,41,296.8,110.0,62.3,86.0,0,0,1,20
67,50,16,33.4,13.5,6.5,11.5,0,1,0,6
81,61,24,63.7,24.7,18.1,19.0,0,0,1,7
99,76,29,100.0,41.0,29.6,30.1,0,1,0,8
93,71,24,99.5,47.5,19.8,28.0,0,1,0,8
93,78,22,127.1,36.3,31.4,45.0,1,0,0,13
131,97,39,324.0,125.5,71.6,97.0,0,0,1,17
137,104,30,268.6,92.7,58.4,80.0,0,0,1,13
74,55,20,45.9,17.7,9.3,14.0,0,1,0,7
144,117,44,382.8,183.1,89.6,95.8,0,0,1,11
116,90,32,173.5,78.7,44.2,43.0,0,0,1,9
79,59,19,54.5,23.0,12.5,17.0,0,1,0,8
117,98,37,234.2,104.4,50.7,67.0,0,0,1,10
65,50,14,34.9,17.5,7.1,8.0,0,1,0,7
85,65,22,81.0,33.9,18.4,21.3,0,1,0,8
93,78,28,111.1,42.6,21.5,43.0,1,0,0,15
156,120,42,509.6,238.9,114.9,134.9,0,0,1,11
91,87,22,85.3,39.0,18.0,24.1,0,1,0,8
103,76,27,132.3,57.5,41.9,31.0,0,0,1,10
124,96,30,220.3,99.3,48.6,61.0,0,0,1,10
103,79,33,151.3,38.1,34.0,64.1,1,0,0,10
124,93,29,182.2,75.0,42.9,55.6,0,0,1,10
82,64,23,77.4,33.0,20.1,19.7,1,0,0,11
124,93,38,268.3,114.1,63.5,71.0,0,0,1,11
126,102,35,268.3,131.5,52.4,75.0,0,0,1,10
109,86,30,145.7,60.4,26.3,50.9,0,1,0,10
112,90,29,187.1,85.0,32.9,54.5,0,0,1,11
126,97,37,233.4,109.6,49.7,68.0,1,0,0,10
100,78,26,127.1,50.1,32.7,39.0,1,0,0,15
75,60,15,28.8,11.8,6.0,8.8,0,1,0,7
115,87,26,161.0,63.1,43.1,49.0,0,1,0,10
114,90,36,181.6,80.3,43.4,51.0,1,0,0,9
112,93,29,177.5,66.9,44.0,53.9,0,0,1,9
136,112,39,332.8,116.0,77.1,109.0,1,0,0,11
123,105,31,207.7,85.4,46.3,69.0,1,0,0,11
127,96,38,293.4,116.5,60.6,84.0,0,0,1,15
99,79,27,126.7,60.7,25.9,29.9,0,0,1,8
132,106,35,316.6,147.9,70.1,81.0,0,0,1,10
34,25,11,4.7,1.8,1.1,1.6,0,1,0,6
142,113,39,345.3,127.6,67.3,113.0,1,0,0,17
115,85,27,159.3,72.8,39.2,47.8,0,1,0,10
122,100,36,287.6,103.7,74.7,66.9,1,0,0,9
120,97,29,155.2,70.9,31.7,47.8,1,0,0,9
87,66,19,78.6,43.8,15.0,17.7,0,1,0,6
135,114,45,317.4,147.8,59.9,87.0,1,0,0,10
100,79,28,143.1,63.3,35.2,48.0,1,0,0,10
103,80,27,127.2,61.1,24.3,37.1,0,1,0,9
48,37,12,13.1,5.9,0.1,4.0,0,1,0,4
106,86,34,155.0,70.0,30.4,47.0,1,0,0,17
129,100,35,267.7,126.6,59.8,69.8,0,0,1,11
107,84,26,139.8,62.5,31.3,40.7,1,0,0,8
100,75,26,144.2,61.1,34.5,44.0,0,0,1,14
78,63,18,61.9,29.4,10.0,18.0,0,1,0,7
126,101,33,213.0,91.9,43.2,63.0,1,0,0,12
65,50,15,31.7,15.0,6.1,9.1,0,1,0,6
119,91,31,208.2,83.2,42.1,73.0,0,0,1,14
93,72,21,90.4,44.0,31.8,20.7,0,1,0,9
100,76,31,131.0,48.1,28.6,41.0,1,0,0,17
122,98,32,229.2,119.4,49.2,53.0,0,0,1,8
96,73,26,106.1,48.1,25.4,27.8,0,0,1,8
141,107,36,337.0,138.6,84.0,80.9,1,0,0,12
107,88,30,135.3,51.2,27.8,52.0,0,0,1,12
106,82,33,162.3,48.0,33.8,48.0,1,0,0,19
92,71,22,85.1,40.3,16.2,26.0,0,1,0,7
104,76,26,106.9,47.5,24.4,30.7,0,1,0,8
118,88,30,191.1,73.2,48.5,59.0,0,0,1,11
122,95,33,223.2,85.6,44.1,63.0,0,0,1,15
145,115,48,442.0,270.2,82.6,100.3,0,0,1,13
115,88,29,174.0,78.9,43.9,45.0,0,0,1,8
127,100,36,251.3,107.8,58.4,70.0,1,0,0,10
112,86,30,176.5,69.3,34.4,62.0,1,0,0,9
119,87,32,211.4,85.1,44.8,62.0,0,0,1,9
111,87,28,153.0,78.9,30.0,41.2,0,1,0,8
103,76,24,125.0,65.3,25.9,32.0,0,1,0,7
46,36,10,12.8,4.3,2.7,4.0,0,1,0,5
91,70,22,91.6,40.0,22.2,26.1,0,0,1,8
112,85,27,188.3,101.8,40.3,39.5,0,0,1,9
127,99,35,247.1,104.1,61.7,69.4,1,0,0,10
70,53,22,41.8,13.2,11.8,15.0,0,1,0,9
108,84,28,145.3,64.1,28.9,45.8,0,1,0,9
116,90,29,227.4,111.7,44.0,58.0,1,0,0,8
131,105,38,271.9,112.8,64.3,79.7,1,0,0,10
30,20,5,3.0,0.9,0.8,1.0,0,1,0,2
120,99,39,211.5,76.8,38.0,75.0,0,0,1,26
94,75,21,102.6,46.4,28.4,26.0,1,0,0,11
128,105,37,341.4,152.6,84.1,88.7,0,0,1,11
106,83,35,147.9,52.2,27.9,52.9,0,0,1,17
119,90,28,167.6,79.3,38.8,43.4,0,0,1,10
112,88,32,172.9,66.1,41.5,52.0,0,0,1,10
125,99,31,209.7,97.4,42.4,64.3,0,0,1,11
116,87,30,178.3,72.6,38.5,50.3,0,1,0,6
87,68,23,78.5,36.5,15.6,22.9,0,1,0,6
122,99,38,242.6,92.8,61.2,73.0,1,0,0,15
88,68,21,80.4,26.1,19.1,33.0,0,0,1,10
79,59,20,54.3,26.8,6.5,17.0,0,1,0,10
112,91,38,142.8,56.6,25.8,55.0,1,0,0,9
130,104,35,253.1,123.0,55.5,67.2,0,0,1,9
129,103,32,236.9,101.2,62.2,67.0,0,0,1,9
112,92,47,167.9,66.5,31.4,61.0,0,0,1,12
58,41,14,19.5,7.2,3.8,7.0,0,1,0,8
109,80,28,155.6,73.6,43.0,36.0,1,0,0,9
83,62,18,64.9,26.1,14.7,23.0,0,0,1,8
123,94,35,259.7,102.7,68.6,64.0,1,0,0,14
79,59,18,60.5,28.6,13.3,15.3,0,1,0,5
130,102,32,276.7,127.7,58.1,73.3,0,0,1,9
123,99,32,251.0,116.3,63.9,64.5,1,0,0,12
72,56,21,39.8,13.9,9.0,16.0,0,1,0,9
97,74,20,102.6,43.8,21.5,26.0,0,1,0,7
119,86,33,196.9,90.5,41.4,54.5,0,1,0,8
85,66,23,81.2,32.7,16.2,27.1,1,0,0,8
80,61,26,58.7,19.2,13.5,21.0,0,0,1,9
88,68,27,79.5,30.1,18.9,27.0,1,0,0,8
86,68,24,71.5,30.2,12.9,20.9,0,1,0,9
87,68,22,75.9,29.9,17.0,24.0,0,1,0,8
77,56,20,55.1,26.1,12.2,14.5,0,1,0,8
90,67,25,69.8,23.8,21.1,23.0,0,0,1,10
65,45,15,27.8,11.3,6.4,18.0,0,1,0,6
109,84,25,194.9,70.6,34.8,61.0,0,0,1,13
121,91,32,224.3,106.6,54.6,54.2,0,0,1,10
120,95,32,205.3,97.0,49.9,51.3,1,0,0,9
120,91,29,177.9,83.8,34.3,53.8,1,0,0,10
86,70,18,79.4,31.5,17.8,24.0,1,0,0,9
111,89,26,172.5,84.5,31.0,48.0,0,0,1,9
103,80,25,118.5,53.0,23.5,33.6,0,1,0,9
67,49,18,33.3,11.9,8.0,12.0,0,1,0,6
73,54,21,43.1,18.3,9.5,12.6,0,1,0,6
129,96,30,238.4,121.1,51.9,57.0,0,0,1,9
84,61,22,56.0,18.8,15.7,19.1,0,1,0,9
144,113,40,421.1,203.4,72.6,98.8,0,0,1,12
65,54,20,37.0,16.0,8.7,13.0,0,1,0,6
127,96,40,273.1,125.1,51.9,85.0,0,1,0,16
113,90,23,181.7,79.6,39.4,58.0,0,0,1,17
103,87,29,176.3,58.4,41.2,51.0,0,0,1,10
120,92,30,249.4,106.7,54.7,58.0,0,0,1,9
57,42,14,21.8,8.8,5.3,6.6,0,1,0,5
105,75,24,126.3,60.9,22.8,38.0,0,1,0,9
82,65,20,64.9,26.4,14.4,21.2,0,1,0,6
108,91,28,194.4,83.8,51.0,53.8,0,0,1,10
66,51,16,41.0,17.9,7.9,11.0,0,1,0,7
92,75,26,114.7,50.1,23.8,39.0,0,0,1,9
138,106,38,319.1,135.6,66.2,96.0,0,0,1,10
75,58,20,55.2,23.5,11.3,17.0,0,0,1,9
122,95,31,196.6,91.3,45.6,53.2,0,0,1,10
54,41,10,16.8,6.0,3.7,5.8,0,1,0,6
97,75,26,120.5,58.7,25.7,32.0,0,1,0,7
131,104,35,294.4,125.5,54.0,90.0,1,0,0,13
119,90,33,216.2,98.0,50.5,55.8,1,0,0,12
101,80,29,140.9,66.8,28.5,41.4,0,1,0,8
116,95,31,194.8,86.1,46.0,57.0,1,0,0,10
149,117,43,499.8,185.3,94.4,140.0,0,0,1,17
100,78,29,130.2,54.6,26.4,44.0,0,0,1,11
115,90,33,184.3,65.5,45.0,51.2,0,0,1,12
96,76,25,104.6,42.1,20.9,35.0,0,1,0,15
121,94,29,160.5,75.8,45.3,44.0,0,1,0,9
124,102,35,254.1,108.3,64.6,64.5,1,0,0,9
84,65,23,62.8,25.9,12.7,20.0,0,1,0,8
114,96,35,237.0,94.8,52.2,76.0,0,0,1,11
61,46,15,29.1,11.9,6.1,10.0,0,1,0,6
119,90,30,222.8,117.3,44.1,50.0,1,0,0,11
142,112,44,403.0,184.3,90.8,113.2,0,0,1,11
86,67,24,79.4,39.7,17.3,20.7,0,0,1,7
87,67,21,70.7,31.2,10.0,22.7,0,1,0,7
77,55,23,53.7,19.5,16.5,17.0,0,0,1,8
95,71,25,92.5,37.2,21.4,29.0,0,0,1,9
114,84,26,154.9,70.7,30.1,47.3,0,1,0,9
69,53,20,49.1,22.2,10.7,13.0,0,1,0,7
114,99,32,218.3,90.4,55.0,63.0,1,0,0,14
102,80,25,118.7,47.8,26.0,40.8,0,1,0,8
87,65,24,69.2,31.8,16.8,19.0,0,1,0,7
70,51,16,38.3,16.0,7.7,12.6,0,0,1,9
98,77,30,157.3,48.2,28.0,48.0,1,0,0,23
46,34,10,11.4,5.2,2.6,3.2,0,1,0,5
72,56,16,35.1,16.2,10.1,14.0,0,1,0,6
122,100,48,328.4,106.4,66.9,138.0,0,0,1,18
108,84,29,173.1,86.3,32.6,43.5,1,0,0,10
128,99,33,261.4,135.6,58.4,53.2,0,0,1,11
100,77,27,128.5,63.9,25.8,30.7,0,0,1,7
97,75,22,92.8,40.3,18.0,29.8,0,1,0,8
134,105,33,321.7,136.4,62.9,80.1,0,0,1,11
105,81,27,151.5,66.1,43.2,39.0,0,0,1,10
116,88,29,158.1,70.5,32.9,48.4,0,1,0,10
127,102,34,244.7,106.4,54.2,70.8,1,0,0,9
126,102,38,299.7,82.5,61.5,109.0,0,0,1,16
33,25,8,4.9,1.9,0.9,1.6,0,0,1,4
103,78,24,113.0,47.0,27.0,35.8,0,1,0,9
138,108,39,250.5,146.0,79.5,92.4,1,0,0,12
131,101,38,269.7,118.7,54.9,85.0,1,0,0,12
114,90,31,182.0,65.2,37.9,71.0,0,0,1,14
